run_id,timestamp,entry_type,identifier,value
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:42:10,chunk_count_track,uncle_toms_cabin,207
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:42:10,document_indexing_track,uncle_toms_cabin,386994.380
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:44:39,chunk_count_track,white_fang,79
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:44:39,document_indexing_track,white_fang,149227.568
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:46:47,chunk_count_track,winesburg_ohio,68
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:46:47,document_indexing_track,winesburg_ohio,127949.210
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:00,chunk_count_track,wuthering_heights,132
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:00,document_indexing_track,wuthering_heights,253138.476
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:00,full_indexing_track,total,15114150.106
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:00,chunk_retrieval,Q0725,99.952931
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:02,llm_qa_input_tokens_track,Q0725,6436
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,llm_qa_generation_time_track,Q0725,2046.589
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,llm_qa_output_tokens_track,Q0725,1
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,answer_track,Q0725,3823.161
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,correctness_track,Q0725,wrong
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,rouge_l_track,Q0725,0.0000
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,total_proofs_track,Q0725,2
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,proof_track,Q0725,-1
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:04,proof_track,Q0725,-1
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:06,chunk_retrieval,Q0726,50.329313
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:06,llm_qa_input_tokens_track,Q0726,6583
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,llm_qa_generation_time_track,Q0726,1772.741
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,llm_qa_output_tokens_track,Q0726,1
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,answer_track,Q0726,1775.607
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,correctness_track,Q0726,wrong
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,rouge_l_track,Q0726,0.0000
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,total_proofs_track,Q0726,3
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,proof_track,Q0726,1
NovelQA-BM25-OpenRouter(openrouter)-MCQA_16-12_10-38,2025-12-16 14:51:07,proof_track,Q0726,0
